key_resp_instr.keys,key_resp_instr.rt,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,trials_short.thisRepN,trials_short.thisTrialN,trials_short.thisN,trials_short.thisIndex,trials_short.ran,trials_short.order,Color0_r,Color0_g,Color0_b,Color45_r,Color45_g,Color45_b,Color90_r,Color90_g,Color90_b,Color135_r,Color135_g,Color135_b,Color180_r,Color180_g,Color180_b,Color225_r,Color225_g,Color225_b,Color270_r,Color270_g,Color270_b,Color315_r,Color315_g,Color315_b,Cueresp_r,Cueresp_g,Cueresp_b,target_angle,load,delay,trial,participant,date,expName,psychopyVersion,OS,frameRate,mouse_2.x,mouse_2.y,mouse_2.leftButton,mouse_2.midButton,mouse_2.rightButton,trials_inter.thisRepN,trials_inter.thisTrialN,trials_inter.thisN,trials_inter.thisIndex,trials_inter.ran,trials_inter.order,mouse_3.x,mouse_3.y,mouse_3.leftButton,mouse_3.midButton,mouse_3.rightButton,mouse_3.time,trials_long.thisRepN,trials_long.thisTrialN,trials_long.thisN,trials_long.thisIndex,trials_long.ran,trials_long.order
,,,,,,,,,,,,,,1,-1,1,-1,1,1,0,0,0,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,1,135,3,4,2,Victor,2021-04-09_21h25.58.392,task,3.2.3,Win32,60,-0.275,0.230555556,1,0,0,1,0,16,2,1,15,,,,,,,,,,,,
,,,,,,,,,,,,,,-1,1,1,1,1,1,0,0,0,-1,-1,1,1,1,-1,1,-1,-1,1,-1,1,-1,1,-1,-1,1,1,0,7,4,3,Victor,2021-04-09_21h25.58.392,task,3.2.3,Win32,60,-0.227777778,-0.161111111,1,0,0,1,0,16,11,1,15,,,,,,,,,,,,
,,,,,,,,,,,,,,-1,-1,1,1,-1,1,-1,1,1,-1,1,-1,0,0,0,1,1,-1,1,1,1,1,-1,-1,-1,-1,1,0,7,4,1,Victor,2021-04-09_21h25.58.392,task,3.2.3,Win32,60,0.042592593,0.367592593,1,0,0,1,0,16,9,1,15,,,,,,,,,,,,
,,,,,,,,,,,,,,1,-1,1,1,1,1,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,0,3,4,5,Victor,2021-04-09_21h25.58.392,task,3.2.3,Win32,60,0.440740741,0.024074074,1,0,0,1,0,16,5,1,15,,,,,,,,,,,,
,,,,,,,,,,,,,,0,0,0,1,1,1,1,-1,-1,0,0,0,0,0,0,0,0,0,1,1,-1,0,0,0,1,1,1,45,3,4,4,Victor,2021-04-09_21h25.58.392,task,3.2.3,Win32,60,0.231481481,0.297222222,1,0,0,1,0,16,4,1,15,,,,,,,,,,,,
,,,,,,,,,,,,,,1,-1,-1,-1,1,-1,-1,-1,1,1,1,-1,0,0,0,-1,1,1,1,-1,1,1,1,1,-1,1,-1,45,7,4,2,Victor,2021-04-09_21h25.58.392,task,3.2.3,Win32,60,0.25,0.314814815,1,0,0,1,0,16,10,1,15,,,,,,,,,,,,
,,,,,,,,,,,,,,1,-1,-1,1,-1,1,1,1,-1,-1,1,-1,0,0,0,-1,-1,1,-1,1,1,1,1,1,-1,1,1,270,7,4,4,Victor,2021-04-09_21h25.58.392,task,3.2.3,Win32,60,-0.262962963,0.230555556,1,0,0,1,0,16,12,1,15,,,,,,,,,,,,
,,,,,,,,,,,,,,0,0,0,-1,1,1,1,1,1,-1,-1,1,1,-1,1,-1,1,-1,1,1,-1,1,-1,-1,1,1,-1,270,7,4,6,Victor,2021-04-09_21h25.58.392,task,3.2.3,Win32,60,0.242592593,0.301851852,1,0,0,1,0,16,14,1,15,,,,,,,,,,,,
,,,,,,,,,,,,,,1,-1,-1,-1,1,-1,1,1,1,1,-1,1,-1,1,1,-1,-1,1,0,0,0,1,1,-1,1,-1,-1,0,7,4,5,Victor,2021-04-09_21h25.58.392,task,3.2.3,Win32,60,0.37037037,-0.027777778,1,0,0,1,0,16,13,1,15,,,,,,,,,,,,
,,,,,,,,,,,,,,-1,1,-1,-1,1,1,0,0,0,1,-1,-1,1,-1,1,-1,-1,1,1,1,-1,1,1,1,-1,1,-1,0,7,4,0,Victor,2021-04-09_21h25.58.392,task,3.2.3,Win32,60,0.380555556,0.005555556,1,0,0,1,0,16,8,1,15,,,,,,,,,,,,
