key_resp_instr.keys,key_resp_instr.rt,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,trials_short.thisRepN,trials_short.thisTrialN,trials_short.thisN,trials_short.thisIndex,trials_short.ran,trials_short.order,Color0_r,Color0_g,Color0_b,Color45_r,Color45_g,Color45_b,Color90_r,Color90_g,Color90_b,Color135_r,Color135_g,Color135_b,Color180_r,Color180_g,Color180_b,Color225_r,Color225_g,Color225_b,Color270_r,Color270_g,Color270_b,Color315_r,Color315_g,Color315_b,Cueresp_r,Cueresp_g,Cueresp_b,target_angle,load,delay,trial,participant,date,expName,psychopyVersion,OS,frameRate,mouse_2.x,mouse_2.y,mouse_2.leftButton,mouse_2.midButton,mouse_2.rightButton,trials_inter.thisRepN,trials_inter.thisTrialN,trials_inter.thisN,trials_inter.thisIndex,trials_inter.ran,trials_inter.order,mouse_3.x,mouse_3.y,mouse_3.leftButton,mouse_3.midButton,mouse_3.rightButton,mouse_3.time,trials_long.thisRepN,trials_long.thisTrialN,trials_long.thisN,trials_long.thisIndex,trials_long.ran,trials_long.order
,,,,,,,,,,,,,,0,0,0,0,0,0,1,-1,-1,-1,-1,1,0,0,0,0,0,0,-1,1,-1,0,0,0,-1,-1,1,135,3,4,1,Carme H,2021-04-10_12h23.55.027,task,3.2.3,Win32,60,-0.223148138,0.220370366,1,0,0,1,0,16,1,1,15,,,,,,,,,,,,
,,,,,,,,,,,,,,-1,1,-1,0,0,0,0,0,0,1,-1,-1,0,0,0,0,0,0,0,0,0,1,-1,1,1,-1,1,315,3,7,0,Carme H,2021-04-10_12h23.55.027,task,3.2.3,Win32,60,,,,,,,,,,,,0.212037053,-0.202777788,1,0,0,343.2640002,1,0,16,0,1,15
,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,-1,1,1,0,0,0,1,1,-1,1,-1,-1,0,0,0,1,1,-1,225,3,7,4,Carme H,2021-04-10_12h23.55.027,task,3.2.3,Win32,60,,,,,,,,,,,,-0.25462962,-0.23425927,1,0,0,358.1620002,1,0,16,4,1,15
,,,,,,,,,,,,,,0,0,0,1,-1,1,0,0,0,0,0,0,1,-1,-1,-1,-1,1,0,0,0,0,0,0,-1,-1,1,225,3,7,2,Carme H,2021-04-10_12h23.55.027,task,3.2.3,Win32,60,,,,,,,,,,,,-0.25462962,-0.23425927,1,0,0,371.6600001,1,0,16,2,1,15
,,,,,,,,,,,,,,1,1,1,-1,-1,1,1,-1,-1,-1,1,-1,-1,1,1,1,-1,1,1,1,-1,0,0,0,1,-1,1,225,7,7,7,Carme H,2021-04-10_12h23.55.027,task,3.2.3,Win32,60,,,,,,,,,,,,-0.073148136,0.272222219,1,0,0,387.908,1,0,16,15,1,15
,,,,,,,,,,,,,,1,1,1,1,-1,1,-1,1,-1,-1,-1,1,0,0,0,-1,1,1,1,1,-1,1,-1,-1,1,-1,1,45,7,7,6,Carme H,2021-04-10_12h23.55.027,task,3.2.3,Win32,60,,,,,,,,,,,,0.362962982,-0.223148159,1,0,0,401.8560002,1,0,16,14,1,15
,,,,,,,,,,,,,,0,0,0,0,0,0,1,-1,1,1,1,-1,1,-1,-1,0,0,0,0,0,0,0,0,0,1,1,-1,135,3,7,7,Carme H,2021-04-10_12h23.55.027,task,3.2.3,Win32,60,,,,,,,,,,,,-0.25462962,0.212962959,1,0,0,416.7870002,1,0,16,7,1,15
,,,,,,,,,,,,,,1,1,-1,1,1,1,1,-1,-1,-1,-1,1,-1,1,1,-1,1,-1,1,-1,1,0,0,0,1,-1,-1,90,7,7,2,Carme H,2021-04-10_12h23.55.027,task,3.2.3,Win32,60,,,,,,,,,,,,-0.303703695,-0.225925937,1,0,0,431.885,1,0,16,10,1,15
,,,,,,,,,,,,,,0,0,0,1,1,-1,0,0,0,0,0,0,1,-1,-1,0,0,0,0,0,0,-1,1,-1,1,1,-1,45,3,7,5,Carme H,2021-04-10_12h23.55.027,task,3.2.3,Win32,60,,,,,,,,,,,,0.363888908,0.159259254,1,0,0,446.4000001,1,0,16,5,1,15
,,,,,,,,,,,,,,-1,-1,1,0,0,0,-1,1,1,0,0,0,0,0,0,0,0,0,1,1,-1,0,0,0,-1,1,1,90,3,7,6,Carme H,2021-04-10_12h23.55.027,task,3.2.3,Win32,60,,,,,,,,,,,,0.004629643,0.404629628,1,0,0,460.2520001,1,0,16,6,1,15
,,,,,,,,,,,,,,1,-1,-1,0,0,0,1,1,1,-1,-1,1,-1,1,1,-1,1,-1,1,1,-1,1,-1,1,1,1,1,90,7,7,4,Carme H,2021-04-10_12h23.55.027,task,3.2.3,Win32,60,,,,,,,,,,,,0.013888902,0.393518517,1,0,0,473.6670001,1,0,16,12,1,15
,,,,,,,,,,,,,,-1,1,-1,0,0,0,1,-1,1,0,0,0,0,0,0,1,1,-1,0,0,0,0,0,0,-1,1,-1,0,3,7,1,Carme H,2021-04-10_12h23.55.027,task,3.2.3,Win32,60,,,,,,,,,,,,0.375000019,-0.000925933,1,0,0,487.9150002,1,0,16,1,1,15
,,,,,,,,,,,,,,1,-1,-1,1,1,1,-1,1,-1,0,0,0,-1,-1,1,1,1,-1,1,-1,1,-1,1,1,1,1,1,45,7,7,1,Carme H,2021-04-10_12h23.55.027,task,3.2.3,Win32,60,,,,,,,,,,,,-0.018518506,0.361111109,1,0,0,504.9630001,1,0,16,9,1,15
,,,,,,,,,,,,,,0,0,0,-1,1,1,-1,1,-1,-1,-1,1,1,1,1,1,-1,-1,1,1,-1,1,-1,1,-1,1,-1,90,7,7,5,Carme H,2021-04-10_12h23.55.027,task,3.2.3,Win32,60,,,,,,,,,,,,0.007407421,-0.331481494,1,0,0,519.9980001,1,0,16,13,1,15
,,,,,,,,,,,,,,0,0,0,-1,-1,1,1,-1,-1,-1,1,1,1,1,1,1,-1,1,1,1,-1,-1,1,-1,1,-1,-1,90,7,7,3,Carme H,2021-04-10_12h23.55.027,task,3.2.3,Win32,60,,,,,,,,,,,,-0.244444435,-0.191666733,1,0,0,534.4130001,1,0,16,11,1,15
,,,,,,,,,,,,,,0,0,0,0,0,0,1,-1,-1,1,-1,1,0,0,0,-1,1,1,0,0,0,0,0,0,1,-1,-1,90,3,7,3,Carme H,2021-04-10_12h23.55.027,task,3.2.3,Win32,60,,,,,,,,,,,,0.004629643,0.412037036,1,0,0,548.6110001,1,0,16,3,1,15
,,,,,,,,,,,,,,-1,-1,1,-1,1,1,0,0,0,1,-1,-1,1,1,-1,1,-1,1,1,1,1,-1,1,-1,1,1,-1,180,7,7,0,Carme H,2021-04-10_12h23.55.027,task,3.2.3,Win32,60,,,,,,,,,,,,-0.389814807,-0.078703712,1,0,0,565.5420001,1,0,16,8,1,15
